molecule,label
[C][O][C][C][N][Branch1][C][C][C][C][C][C][O][C][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=N],-0.9138138523837168
[C][C][N][=C][C][=N][C][=C][N][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][C][=C][Branch1][#C][O][C][=N][C][=C][C][O][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=C][Ring1][S][C][Branch1][C][F][Branch1][C][F][F],-3.903089986991944
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch1][#C][O][C][=N][C][=C][C][C][=C][S][C][Ring1][=Branch2][=Ring1][Branch1][=C][C][=C][Ring1][S][C][=C][C][=C][C][=N][C][=C][N][Ring1][=Branch2][Ring1][Branch1],-3.9444826721501687
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch1][#C][O][C][=N][C][=C][C][O][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][=C][C][=C][Ring1][S][C][=C][C][=C][C][=N][C][=C][N][Ring1][=Branch2][Ring1][Branch1],-3.838849090737255
[C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][C][Branch1][C][C][O][C][Branch1][C][C][C][Ring1][Branch2],1.3979400086720375
[C][C][=C][C][Branch1][#C][O][C][=N][C][=C][C][O][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][=C][C][=C][Ring1][S][C][=C][Branch1][C][C][N][=C][C][=N][C][=C][N][Ring1][#Branch2][Ring1][Branch1],-3.9138138523837167
[C][C][N][Branch1][Ring1][C][C][C][C][C][C][O][C][C][=C][Branch1][C][C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=C],-1.0681858617461617
[C][C][N][Branch1][Ring1][C][C][C][C][C][C][O][C][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=N],-1.235528446907549
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][C][=C][Branch1][C][C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=C],-0.99563519459755
[C][C][=C][C][Branch1][=N][O][C][C][C][C][N][C][=C][N][=C][Ring1][Branch1][=N][N][Ring1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-2.931457870689005
[C][C][=C][C][Branch1][O][O][C][C][N][C][=C][N][=C][Ring1][Branch1][=N][N][Ring1][=N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-2.4683473304121573
[Cl][C][=C][C][=C][Branch2][Ring1][#Branch2][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][#Branch1],-3.948021533141104
[C][C][C][O][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][=C][Ring1][S][N],-2.0
[C][C][Branch2][Ring1][=Branch1][C][N][Branch1][C][C][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][Branch1][C][C][C],-0.1643528557844371
[C][C][N][Branch1][Ring1][C][C][C][C][N][Branch1][C][C][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],0.1366771398795441
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][O][Ring1][=C][=C][Ring2][Ring1][Ring2],-2.281033367247728
[C][N][Branch1][C][C][C][C][N][Branch1][C][C][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-0.1003705451175629
[C][N][C][C][N][Branch1][C][C][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-0.761927838420529
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][=C][C][Branch1][C][O][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch1],-0.9030899869919436
[O][=S][=Branch1][C][=O][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][O][C][C][O][C][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=N],-2.943988875073772
[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][N][Branch2][Ring1][O][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][O][C][C][C][Ring2][Ring1][N],-4.110589710299249
[C][N][Branch1][C][C][C][C][N][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.3049211619008918
[C][C][N][Branch1][Ring1][C][C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],-1.0043213737826426
[C][C][Branch1][C][C][N][C][C][N][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][O][C][C][C][O][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O][C][C][Ring2][Ring1][P],-2.330413773349191
[C][N][C][=Branch1][C][=O][S][C][=C][C][Branch2][Ring1][N][C][C][C][C][N][C][C][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][C][Ring1][#C][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][=N],-0.9542425094393248
[C][C][N][Branch1][Ring1][C][C][C][C][C][C][Branch1][C][C][N][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1],-1.899984562549391
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][O][Ring1][Branch2],-2.4800069429571505
[N][C][C][N][C][C][N][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-2.385606273598312
[C][C][C][=Branch2][Ring1][#Branch2][=C][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][=C][Ring1][=C][C][=C][C][=C][Branch1][O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][=C][Ring1][=C],-0.4771212547196624
[C][C][N][Branch2][Ring1][C][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C],-2.544068044350276
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch2][Ring1][#Branch1],-1.9299805905155147
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch2][Ring1][#Branch1],-2.0100029741270595
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][Ring1][#Branch1],-1.989983458301399
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch2][Ring1][#Branch1],-1.8699940001217417
[C][C][C][N][C][C][C][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][C][Ring1][#Branch2],-3.647969458362972
[C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][N][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][Ring1][=N],-2.7481880270062
[C][O][C][C][C][C][C][=Branch1][=Branch1][=N][O][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],-1.5563025007672873
[C][N][Branch1][C][C][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][C][C][=C][C][Branch1][Ring1][C][#N][=C][C][=C][Ring1][Branch2][Ring2][Ring1][C],-2.222716471147584
[C][C][C][N][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=N][Ring1][=N],-2.6541765418779604
[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][N][Branch2][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][O][C][C][C][Ring2][Ring1][#Branch2],-3.4671639659690903
[C][C][C][N][Branch2][Ring1][=N][C][C][C][C][O][C][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring1][=N][C][C][Branch1][C][C][O][Ring2][Ring1][=Branch2],-1.1702617153949575
[C][C][C][N][Branch2][Ring1][=N][C][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][N][Ring2][Ring1][=Branch2][C][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.5118833609788744
[C][N][C][=Branch1][C][=O][S][C][=C][C][Branch2][Ring1][#Branch2][C][C][N][C][C][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][C][Ring1][#C][=C][C][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][O],-0.9030899869919436
[C][C][=C][C][Branch1][=C][O][C][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][=N][N][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.1238516409670858
[C][C][=C][C][Branch1][=N][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][=N][N][Ring1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.276461804173244
[C][O][C][=C][C][Branch2][Ring1][Branch1][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][=C][C][=C][Ring2][Ring1][Ring2][O],-2.0863598306747484
[N][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][Branch2][Ring1][=N][C][=C][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][=N][Ring1][#C][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C],-3.0453229787866576
[C][C][N][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=N][Ring1][=N],-2.3344537511509307
[C][O][C][=C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][C][N][C][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][Ring1][=N][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][N][O][C],-4.013679697291193
[C][C][=C][C][Branch1][N][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][=N][N][Ring1][=C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.0334237554869496
[Cl][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][=C][O][C][C][C][C][N][C][C][S][C][C][Ring1][=Branch1][=N][Ring1][S][C][=C][Ring2][Ring1][=Branch1][Cl],-1.0086001717619175
